Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
"Persaingan  debas  di  dalam  sistem  ekonomi  ini  menentukan  para  sharga  barangan,  gaji,  pengagahan  kekayaan  dan  peluang -peluang  pekejahan  dan  pelaburan.",310.92-319.04,final_segments/seg_2_31092.mp3,"Persaingan bebas di dalam sistem ekonomi ini menentukan paras harga barangan, gaji, pengagihan kekayaan dan peluang peluang pekerjaan dan pelaburan.",0.959," Pelsaingan debas di dalam sistem ekonomi ini menentukan paras harga barangan, gaji, pengagihan kekayaan dan peluang-peluang pekerjaan dan pelaburan."," Persaingan bebas di dalam sistem ekonomi ini menentukan paras harga barangan, gaji, pengagihan kekayaan dan peluang-peluang pekerjaan dan pelaburan.",0.35,0.35
Pada  keseluruhannya  sistem  perusahaan  debas  adalah  satu  sistem  yang  dapat  membetulkan  keadaan  sendiri  dan  akan  terus  bekerja.,319.48-326.52,final_segments/seg_2_31948.mp3,Pada keseluruhannya sistem perusahaan bebas adalah satu sistem yang dapat membetulkan keadaan sendiri dan akan terus berkekalan.,0.975, Pada keseluruhannya sistem perusahaan bebas adalah satu sistem yang dapat membetulkan keadaan sendiri dan akan terus berkekat.," Pada keseluruhannya, sistem perusahaan bebas adalah satu sistem yang dapat membetulkan keadaan sendiri dan akan terus berkekal.",0.11764705882352941,0.17647058823529413
"Meskipun  begitu,  ada  kalanya  penlibatan  oleh  kerajaan  diperlukan  untuk  membetulkan  kecenderungan  yang  tidak  sihat,  serta  mempastikan  agar  persaingan  tadi  tidak  ketelaluan  atau  terlalu  berat  sebelah.",327.30-338.52,final_segments/seg_2_32730.mp3,"Meskipun begitu, ada kalanya penglibatan oleh Kerajaan diperlukan untuk membetulkan kecenderungan yang tidak sihat serta mempasti kan agar persaingan tadi tidak keterlaluan atau terlalu berat sebelah.",0.942," Meskipun begitu, ada kalenya penglibatan oleh kerajaan diperlukan untuk membetulkan kecenderungan yang tidak sihat, serta mempastikan agar persaingan tadi tidak ketelaluan atau terlalu berat sebelah."," Meskipun begitu, adakalanya penglibatan oleh kerajaan diperlukan untuk membetulkan kecenderungan yang tidak sihat serta mempastikan agar persaingan tadi tidak ketelaluan atau terlalu berat sebelah.",0.08,0.16
"Jadi,  dalam  ekonomi  perusahaan  yang  bebas  segala  kemungkinan  boleh  berlaku,  misalnya  tarif  pelindung,  tarif  perintis,  undang  undang  buruk,  malah  bantuan  wang  dari  kerajaan  yang  boleh  melibatkan  kerajaan  secara  langsung.",339.10-351.44,final_segments/seg_2_33910.mp3,"Jadi dalam eko - nomi perusahaan yang bebas segala kemungkinan boleh berlaku, misalnya tarif pelindung, taraf perin - tis, undang-undang buruh malah bantuan wang dari Kerajaan yang boleh melibatkan Kerajaan secara langsung.",0.969," Jadi dalam ekonomi perusahaan yang bebas segala kemungkinan boleh berlaku, misalnya tarif pelindung, taraf perintis, undang-undang buruk malah bantuan wang dari kerajaan yang boleh melibatkan kerajaan secara langsung."," Jadi dalam ekonomi perusahaan yang bebas segala kemungkinan boleh berlaku, misalnya tarif pelindung, taraf perintis, undang-undang buruh malah bantuan wang dari kerajaan yang boleh melibatkan kerajaan secara langsung.",0.1724137931034483,0.1724137931034483
"Malah  kerajaan  juga  boleh  membataskan  perusahaan  debas.  Walaupun  bagaimana  pun,  di  malaysia  batasan  ini  jarang -  jarang  dilakukan  kerenas  seperti  mana  yang  diketahui  kerajaan  tidak  berupaya  untuk  mencurakan  segala  wang  yang  diperlukan  dalam  penyakahan.",352.10-366.02,final_segments/seg_2_35210.mp3,"Walau bagaimanapun, di Ma - laysia batasan ini jarang-jarang dilakukan kerana sepertimana yang diketahui Kerajaan tidak berupaya untuk mencurahkan segala wang yang diperlukan dalam perniagaan.",0.828," Malah kerajaan juga boleh membataskan perusahaan debas. Walaupun bagaimanapun, di Malaysia batasan ini jarang-jarang dilakukan kerana seperti mana yang diketahui kerajaan tidak berupaya untuk mencurahkan segala uang yang diperlukan dalam penyayagaan."," Malah kerajaan juga boleh membataskan perusahaan bebas. Walaubagaimanapun, di Malaysia batasan ini jarang-jarang dilakukan kerana seperti mana yang diketahui kerajaan tidak berupaya untuk mencurahkan segala uang yang diperlukan dalam perniagaan.",0.2647058823529412,0.3235294117647059
"Jadi,  pada  hakikatnya  rancangan  memilik  negarakan  perhematan  kerajaan,  perhematan  pelabuhan,  pembekalan  tenaga  elektrik  dan  lain -lain  yang  menjadi  batasan  terhadap  perusahaan  debas  juga  tidak  begitu  dipersebutkan  oleh  kerajaan.",366.60-379.68,final_segments/seg_2_36660.mp3,"Jadi pada hakikatnya rancangan memilik negarakan perkhidmatan keretapi, perkhidmatan pelabuhan, pembekalan tenaga elektrik dan lain-lain, yang menjadi batasan terhadap perusahaan bebas juga tidak begitu dipersetujui oleh Kerajaan.",0.913," Jadi pada hakikatnya rancangan memilik negara kan perhematan keretapi, perhematan pelabuhan, pembekalan tenaga elektrik dan lain-lain, yang menjadi batasan terhadap perusahaan bebas juga tidak begitu dipesetujui oleh kerajaan."," Jadi pada hakikatnya rancangan memilik negarakan perkhidmatan keretapi, perkhidmatan pelabuhan, pembekalan tenaga elektrik dan lain-lain yang menjadi batasan terhadap perusahaan bebas juga tidak begitu dipersetujui oleh kerajaan.",0.2857142857142857,0.2857142857142857
"Samalah  seperti  orang  lain,  orang  melayu  juga  menyetujuh  sistem  perusahaan  debas.  Malangnya  keadaan  terlah  bertukacora  dan  kini  semakin  nyata  bahawa  persaingan  yang  sepatutnya  di  antara  individu  dengan  individu  dan  kumpulan  penyakahan  dengan  kumpulan",380.28-394.66,final_segments/seg_2_38028.mp3,"Samalah seperti orang lain, orang Melayu juga menyetujui sistem perusahaan bebas.",0.876," Sama lah seperti orang lain, orang Melayu juga menyetujui sistem perusahaan debas. Malangnya keadaan telah bertukar corak dan kini semakin nyata bahawa persaingan yang sepatutnya di antara individu dengan individu dan kumpulan penyagahan dengan kumpulan", Sampai jumpa di video selanjutnya.,0.21212121212121213,0.9696969696969697
penyakahan  telah  menjadi  persaingan  di  antara  kumpulan  kumpulan  kaum  dalam  mana  satu  kumpulan  itu  mempunyai  kelebihan  yang  mudlak  ke  atas  kumpulan  yang  satu  lagi.,394.66-403.36,final_segments/seg_2_39466.mp3,"Malangnya ke - adaan telah bertukar corak, dan kini semakin nyata bahawa persaingan yang sepatutnya di antara indi - vidu dengan individu dan kumpulan perniagaan dengan kumpulan perniagaan telah menjadi per saingan di antara kumpulan-kumpulan kaum dalam mana satu kumpulan itu mempunyai kelebihan yang mutlak ke atas kumpulan yang satu lagi.",0.852, Perniagaan telah menjadi persaingan di antara kumpulan-kumpulan kaum dalam mana satu kumpulan itu mempunyai kelebihan yang mudlak ke atas kumpulan yang satu lagi., Kumpulan-kumpulan yang satu lagi.,0.125,0.875
Hakikat  ini  bukanlah  satu  persaingan  yang  adil.  Malah  amari  ke  syarikat  yang  mengamalkan  sistem  perusahaan  debas  dan  mendapat  sokongan  yang  ramai  kepada  sistem  itu  turut  melarang  kartil  dan  monopoli  oleh  mana -mana  kumpulan.,404.12-416.44,final_segments/seg_2_40412.mp3,Malah Amerika Syari - kat yang mengamalkan sistem perusahaan bebas dan mendapat sokongan yang ramai kepada sistem itu turut melarang kartel dan monopoli oleh mana-mana kumpulan.,0.84, Hakikat ini bukanlah satu pesaingan yang adil. Malah Amerika syarikat yang mengamalkan sistem perusahaan bebas dan mendapat sokongan yang ramai kepada sistem itu turut melarang kartal dan monopoli oleh mana-mana kumpulan., Hakikat ini bukanlah satu persaingan yang adil. Malah Amerika Syarikat yang mengamalkan sistem perusahaan bebas dan mendapat sokongan yang ramai kepada sistem itu turut melarang kartel dan monopoli oleh mana-mana kumpulan.,0.21212121212121213,0.18181818181818182
"Walaupun  bagaimana  pun,  di  malaysia  pekara  ini  jarang -  jarang  sekali  dibekadekan  kerenat  wati  berlaku  persenketaan  antara  kaum.",417.12-423.94,final_segments/seg_2_41712.mp3,"Walau bagaimanapun, di Malaysia perkara ini jarang-jarang sekali diperkatakan kerana khuatir berlaku persengketaan antara kaum.",0.875," Walaupun bagaimanapun, di Malaysia perkara ini jarang-jarang sekali diperkatakan kerana watiah berlaku persengketaan antara kawan."," Walaubagaimanapun, di Malaysia perkara ini jarang-jarang sekali diperkatakan kerana watih berlaku persengketaan antara kaum.",0.6111111111111112,0.6111111111111112
Apa  yang  tidak  di  fikirkan  ilah  kegagalan  untuk  mengatasi  ke  tempangan  ini  boleh  mengakibatkan  persenketaan  yang  hendak  dielakkan  itu.,424.65-432.14,final_segments/seg_2_42465.mp3,Apa yang tidak difikirkan ialah kegagalan untuk mengatasi ketempangan ini boleh mengakibat kan perseng - ketaan yang hendak dielakkan itu.,0.884, Apa yang tidak difikirkan ialah kegagalan untuk mengatasi ketempangan ini boleh mengakibatkan persengketaan yang hendak dialakkan itu., Apa yang tidak difikirkan ialah kegagalan untuk mengatasi ketempangan ini boleh mengakibatkan persengketaan yang hendak dielakkan itu.,0.3684210526315789,0.3157894736842105
Semasa  penjajahan  British  tidak  terdapat  persaingan  yang  sebenarnya  di  antara  firma -firma  British  dan  firma  firma  tempatan.,432.76-439.62,final_segments/seg_2_43276.mp3,Semasa penjajahan British tidak terdapat persaingan yang se benarnya di antara firma-firma British dan firma-firma tempatan.,0.993, Semasa penjajahan British tidak terdapat persaingan yang sebenarnya di antara firma-firma British dan firma-firma tempatan., Semasa penjajahan British tidak terdapat persaingan yang sebenarnya di antara firma-firma British dan firma-firma tempatan.,0.23529411764705882,0.23529411764705882
"Firma -firma  British  telah  dilindungi  bukan  oleh  undang -undang  yang  sah,  tetapi  oleh  kesetian  bangser  dan  perasaan  alvinis.",440.22-447.12,final_segments/seg_2_44022.mp3,"Firma-firma British telah dilindungi, bukan oleh undang-undang yang sah, tetapi oleh kesetiaan bangsa dan perasaan chauvinis.",0.972," Filma firma British telah dilindungi, bukan oleh undang-undang yang sah, tetapi oleh kesetiaan bangsa dan perasaan awinis.", Firma-firma British telah dilindungi bukan oleh undang-undang yang sah tetapi oleh kesetiaan bangsa dan perasaan Alvinis.,0.4444444444444444,0.3888888888888889
"Penyaga -penyaga  British  dan  pentadik  pentadik  British  sudah  berpakat,  serta  menentukan  supaya  penyagaan  penyagaan  tertentu  terus  diusahakan  oleh  orang -orang  British.",447.72-457.06,final_segments/seg_2_44772.mp3,Peniaga-peniaga British dan pentadbir pentadbir Brit - ish sudah berpakat serta menentukan supaya per niagaan-perniagaan tertentu terus diusahakan oleh orang-orang British.,0.94, Penyaga-penyaga British dan pentadipentadbier British sudah berpakat seter menentukan supaya penyagaan-penyagaan tertentu terus diusahakan oleh orang-orang British., Peniaga-peniaga British dan pentadbir-pentadbir British sudah berpakat serta menentukan supaya peniagaan-peniagaan tertentu terus diusahakan oleh orang-orang British.,0.47619047619047616,0.42857142857142855
Sarat -sarat  kontrak  atau  peraturan  penyagaan  ini  telah  di  tetapkan  sebagi  itu  rupe  untuk  mempastikan  agar  penyaga -penyaga  tempatan  dijegah  dari  pada  bersaing  atau  menjalankan  penyagaan  yang  dikaskan  kepada  orang -orang  British.,457.94-470.52,final_segments/seg_2_45794.mp3,Syarat-syarat kontrak atau peraturan perniagaan ini telah ditetapkan sebegitu rupa untuk mempastikan agar peniaga-peniaga tempatan dicegah daripada bersaing atau menjalankan per - niagaan yang dikhaskan kepada orang-orang British.,0.845, Syarat-syarat kontrak atau peraturan penyayagaan ini telah ditetapkan sebegitu rupa untuk mempastikan agar penyayaga-penyayaga tempatan dicegah daripada bersaing atau menjalankan penyayagaan yang dikasakan kepada orang-orang biriti., Syarat-syarat kontrak atau peraturan perniagaan ini telah ditetapkan sebegitu rupa untuk mempastikan agar peniaga-peniaga tempatan dicegah daripada bersaing atau menjalankan perniagaan yang dikhaskan kepada orang-orang British.,0.5625,0.53125
Monopoly  British  ini  berakhir  dengan  tecapainya  kemedekaan  pada  tahun  1900 -507.,471.32-477.20,final_segments/seg_2_47132.mp3,Monopoli British ini berakhir dengan tercapainya kemerdekaan pada tahun 1957.,0.766, Monopoly British ini berakhir dengan tercapainya kemedekaan pada tahun 1957., Monopoli British ini berakhir dengan tercapainya kemerdekaan pada tahun 1957.,0.2727272727272727,0.45454545454545453
"Sedangkan  yang  mendapat  keuntungan  yang  paling  besar  dari  situasi  ban  ini  ila  orang -orang  cina.  Dalam  sebuah  masyarakat  majmu,  seperti  di  Malaysia  hakikat  ini  tidak  kelah  boleh  dianggap  sebagai  adil.",477.88-489.04,final_segments/seg_2_47788.mp3,Orang Melayu yang kebanyakannya tinggal di kawasan luar bandar tidak mendapat banyak faedah daripada kemajuan dan kemakmuran ini.,0.818, Sedangkannya mendapat keuntungan yang paling besar dari situasi Ban ini ialah orang-orang China. Dalam sebuah masyarakat majmu seperti di Malaysia hakikat ini tidaklah boleh dianggap sebagai adil., Sedangkanya mendapat keuntungan yang paling besar dari situasi ban ini ialah orang-orang China. Dalam sebuah masyarakat majmuk seperti di Malaysia hakikat ini tidaklah boleh dianggap sebagai adil.,0.3,0.3
Tiap -tiap  kaum  patut  mendapat  bahagian  masing -masing.  Tetapi  jawapan  biasa  kepada  hakikat  ini  ilah  Malaysia  mengamalkan  sistem  perusahaan  bebas  dengan  persaingan  yang  menjadi  sebahagian  daripada  sebagian.,489.74-500.50,final_segments/seg_2_48974.mp3,"Persamaan kaum dapat dikatakan wujud bukan sahaja apabila tiap-tiap kaum itu sama di sisi undang- undang tetapi cuma apabila tiap-tiap kaum itu diwakili dalam tiap-tiap lapisan masyarakat, di dalam tiap- tiap bidang pekerjaan mengikut kadar peratus mereka dalam jumlah penduduk negara itu.",0.829, Tidak setiap kaum patut mendapat bahagian masing-masing. Tetapi jawapan biasa kepada hakikat ini ialah Malaysia mengamalkan sistem perusahaan bebas dengan persaingan yang menjadi sebahagian daripada, tiap-tiap kaum patut mendapat bahagian masing-masing. Tetapi jawapan biasa kepada hakikat ini ialah Malaysia mengamalkan sistem perusahaan bebas dengan persaingan yang menjadi sebahagian daripada,0.2222222222222222,0.2222222222222222
"Sebenarnya,  apakah  lebih  mudah  bersaing  dengan  orang  cina  sebagai  sebuah  masyarakat  sedangkan  dahulunya  begitu  suka  bersaing  dengan  pihak  British  sebagai  regime  penjaja?",501.74-510.38,final_segments/seg_2_50174.mp3,"Soalnya, apakah lebih mudah ber saing dengan orang Cina sebagai sebuah masyarakat, sedangkan dahulunya begitu sukar bersaing dengan pihak British sebagai rejim penjajah?",0.901," Soalnya, apakah lebih mudah bersaing dengan orang China sebagai sebuah masyarakat, sedangkan dahulunya begitu suka bersaing dengan pihak British sebagai regime penjajian?"," Soalnya, apakah lebih mudah bersaing dengan orang China sebagai sebuah masyarakat, sedangkan dahulunya begitu suka bersaing dengan pihak British sebagai rejim penjajah?",0.18181818181818182,0.22727272727272727
Di  sini  perlulah  di  telingti  cara -cara  dan  principrincik  orang  cina  agar  sua  sana  yang  sebenarnya  dapat  dijelaskan.,511.18-517.74,final_segments/seg_2_51118.mp3,Di sini perlulah diteliti cara-cara dan prinsip prinsip orang Cina agar sua - sana yang sebenarnya dapat dijelaskan.,0.879, Di sini perlu lah diteliti cara-cara dan prinsip-prinsip orang cina agar suasana yang sebenarnya dapat dijelaskan., Di sini perlulah diteliti cara-cara dan prinsip-prinsip orang Cina agar suasana yang sebenarnya dapat dijelaskan.,0.4444444444444444,0.3888888888888889
"Kalau  dibandingkan  dengan  penyaga -penyaga  erupah,  orang  orang  cina  tidak  begitu  menghiraukan  syarikat -sarikat  awam  berharp  yang  disehakan  dengan  berbagai  kemudahan  dan  kemampuan  untuk  terus  maju  selepas  penuh  buhannya.",518.36-529.92,final_segments/seg_2_51836.mp3,"Kalau dibandingkan dengan peniaga-peniaga Eropah, orang orang Cina tidak begitu menghiraukan syarikat-syarikat awam berhad yang disediakan dengan berbagai kemudahan dan kemampuan untuk terus maju selepas penubuhannya.",0.95," Kalau dibandingkan dengan penyayaga-penyayaga Eropah, orang-orang China tidak begitu menghiraukan syarikat-syarikat awam berhat yang disediakan dengan berbagai kemudahan dan kemampuan untuk terus maju selepas penubuhannya."," Kalau dibandingkan dengan peniaga-peniaga Eropah, orang-orang China tidak begitu menghiraukan syarikat-syarikat awam berhad yang disediakan dengan berbagai kemudahan dan kemampuan untuk terus maju selepas penubuhannya.",0.41379310344827586,0.41379310344827586
"Penyagaan  orang  orang  cina  adalah  berasaskan  kepada  perusahaan  keluarga.  Oligrana  keluarga  dalam  masyarakat  cina  adalah  satu  unit  yang  sangat  penting,  maka  asas  penyagaan  mereka  adalah  kuko  sekurang -kurangnya  semasa  hayat  pengasa",529.92-544.22,final_segments/seg_2_52991.mp3,"Oleh kerana keluarga (dalam masyarakat Cina) adalah satu unit yang sangat penting, maka asas perniagaan mereka adalah kukuh, sekurang-kurangnya semasa hayat pengasas syarikat itu.",0.833," penyagaan orang-orang China adalah berasaskan kepada perusahaan keluarga. Oleh kerana keluarga dalam masyarakat China adalah satu unit yang sangat penting, maka asas penyagaan mereka adalah kukuh sekurang-kurangnya semasa hayat pengasak."," perniagaan orang-orang China adalah berasaskan kepada perusahaan keluarga. Oleh kerana keluarga dalam masyarakat China adalah satu unit yang sangat penting, maka asas perniagaan mereka adalah kukuh, sekurang-kurangnya semasa hayat pengasas.",0.3225806451612903,0.3870967741935484
